index,0a,0b,1a,1b,2a,2b,3a,3b,4a,4b,5a,5b,6a,6b,7a,7b,8a,8b,9a,9b,10a,10b,11a,11b,12a,12b,13a,13b,14a,14b,15a,15b,16a,16b,17a,17b,18a,18b,19a,19b,20a,20b,label
757,0.0,0.0,-0.17004,-0.06073,-0.28745,-0.20648,-0.19838,-0.32389,-0.06478,-0.37652,-0.25101,-0.45749,-0.34008,-0.65992,-0.38866,-0.78543,-0.42105,-0.89474,-0.11336,-0.47368,-0.07692,-0.71255,-0.04858,-0.8664,-0.01619,-1.0,0.0081,-0.4251,0.01215,-0.49798,-0.03239,-0.38057,-0.04453,-0.29555,0.11336,-0.34413,0.10526,-0.40486,0.06073,-0.33603,0.04453,-0.27126,2
758,0.0,0.0,-0.17143,-0.06531,-0.29388,-0.20816,-0.20816,-0.32245,-0.07347,-0.37959,-0.24898,-0.46122,-0.33878,-0.66122,-0.38776,-0.78367,-0.42449,-0.8898,-0.11429,-0.47755,-0.07347,-0.71429,-0.04898,-0.86531,-0.02041,-1.0,0.00816,-0.42857,0.00408,-0.49796,-0.0449,-0.37551,-0.06531,-0.29388,0.11429,-0.34286,0.09796,-0.41633,0.05306,-0.33878,0.03265,-0.26939,2
759,0.0,0.0,-0.17355,-0.06612,-0.29752,-0.20661,-0.21074,-0.32231,-0.07851,-0.38017,-0.24793,-0.46281,-0.33884,-0.66529,-0.38843,-0.78926,-0.41736,-0.90083,-0.11157,-0.47521,-0.07025,-0.71488,-0.04132,-0.86777,-0.00826,-1.0,0.00826,-0.42562,0.00413,-0.50413,-0.04545,-0.37603,-0.06198,-0.28512,0.11157,-0.34298,0.09917,-0.41736,0.04959,-0.33884,0.03306,-0.2686,2
760,0.0,0.0,-0.16807,-0.06303,-0.29832,-0.21008,-0.23109,-0.32773,-0.09244,-0.37395,-0.21849,-0.47899,-0.28992,-0.68487,-0.33613,-0.80672,-0.36975,-0.91176,-0.07983,-0.47899,-0.03361,-0.71849,-0.0084,-0.86975,0.01681,-1.0,0.03782,-0.42017,0.01681,-0.5,-0.04202,-0.36975,-0.05462,-0.28151,0.13866,-0.33193,0.10924,-0.41176,0.05462,-0.32773,0.03361,-0.2563,2
761,0.0,0.0,-0.16949,-0.06356,-0.30085,-0.2161,-0.22881,-0.33051,-0.09322,-0.37288,-0.20339,-0.47881,-0.27966,-0.68644,-0.32203,-0.80932,-0.35169,-0.91525,-0.0678,-0.47881,-0.02119,-0.72458,0.0,-0.86864,0.02542,-1.0,0.05085,-0.42373,0.01695,-0.49576,-0.03814,-0.36017,-0.04661,-0.26695,0.14831,-0.33475,0.11864,-0.41102,0.05932,-0.32203,0.03814,-0.24576,2
762,0.0,0.0,-0.16667,-0.0641,-0.29915,-0.2094,-0.23504,-0.32906,-0.09402,-0.38034,-0.20085,-0.47436,-0.28205,-0.68803,-0.32479,-0.81197,-0.3547,-0.9188,-0.06838,-0.47863,-0.02137,-0.72222,0.00427,-0.87179,0.03419,-1.0,0.04701,-0.42308,0.01709,-0.49573,-0.03846,-0.35897,-0.04701,-0.26923,0.1453,-0.33761,0.11111,-0.41026,0.05556,-0.32051,0.03419,-0.24786,2
763,0.0,0.0,-0.1681,-0.06466,-0.30172,-0.21121,-0.23276,-0.32328,-0.08621,-0.37069,-0.19828,-0.47845,-0.28017,-0.69397,-0.32328,-0.81466,-0.35776,-0.92672,-0.06466,-0.48276,-0.01293,-0.72414,0.01293,-0.87069,0.0431,-1.0,0.05603,-0.42672,0.02155,-0.48707,-0.03448,-0.34914,-0.0431,-0.26293,0.15086,-0.34052,0.11638,-0.40086,0.06034,-0.31466,0.0431,-0.24569,2
764,0.0,0.0,-0.16738,-0.06438,-0.30043,-0.2103,-0.23605,-0.33047,-0.09013,-0.37768,-0.20172,-0.48069,-0.27897,-0.69099,-0.32618,-0.81545,-0.35622,-0.92275,-0.06438,-0.48069,-0.01717,-0.72532,0.00858,-0.87124,0.03863,-1.0,0.0515,-0.42918,0.01288,-0.48927,-0.03863,-0.35193,-0.04721,-0.2618,0.15451,-0.34335,0.11588,-0.40773,0.05579,-0.3176,0.03433,-0.24893,2
765,0.0,0.0,-0.17447,-0.05957,-0.30638,-0.21702,-0.23404,-0.33617,-0.0766,-0.37447,-0.21277,-0.4766,-0.28511,-0.68511,-0.32766,-0.80851,-0.35745,-0.91915,-0.07234,-0.48511,-0.02979,-0.7234,-0.00426,-0.86809,0.02553,-1.0,0.04255,-0.42979,0.01277,-0.49362,-0.0383,-0.36596,-0.05106,-0.28085,0.14043,-0.34043,0.10638,-0.39574,0.05106,-0.31489,0.03404,-0.25106,2
766,0.0,0.0,-0.17722,-0.06329,-0.30802,-0.21519,-0.23207,-0.33333,-0.07595,-0.36709,-0.22363,-0.47257,-0.3038,-0.68354,-0.34599,-0.81013,-0.37553,-0.91983,-0.08439,-0.47679,-0.03797,-0.72152,-0.01266,-0.87342,0.01688,-1.0,0.03376,-0.42194,0.01266,-0.49367,-0.03797,-0.36709,-0.05063,-0.27848,0.1308,-0.33333,0.11392,-0.40506,0.05485,-0.32911,0.02954,-0.25738,2
767,0.0,0.0,-0.17647,-0.05882,-0.30672,-0.21429,-0.23529,-0.33193,-0.08824,-0.36555,-0.21849,-0.47479,-0.29412,-0.68908,-0.33193,-0.81092,-0.36134,-0.91597,-0.07983,-0.47899,-0.03782,-0.72269,-0.0084,-0.86975,0.01681,-1.0,0.03782,-0.42437,0.0084,-0.4916,-0.04202,-0.36134,-0.05042,-0.26891,0.14286,-0.33613,0.11345,-0.40756,0.05462,-0.31933,0.02941,-0.2479,2
768,0.0,0.0,-0.17551,-0.05714,-0.30612,-0.20408,-0.22041,-0.32245,-0.07755,-0.36735,-0.24082,-0.46939,-0.32245,-0.68163,-0.36735,-0.80408,-0.4,-0.91429,-0.10204,-0.47755,-0.05714,-0.72245,-0.02857,-0.86939,-0.00408,-1.0,0.02041,-0.42449,0.00816,-0.4898,-0.04082,-0.36327,-0.05714,-0.27755,0.12653,-0.33469,0.1102,-0.4,0.05714,-0.32245,0.02857,-0.25306,2
769,0.0,0.0,-0.17409,-0.05668,-0.30364,-0.20648,-0.21862,-0.32389,-0.07287,-0.37247,-0.24291,-0.46964,-0.32389,-0.67611,-0.36842,-0.79757,-0.40081,-0.90283,-0.10121,-0.48178,-0.05668,-0.7247,-0.02834,-0.87045,0.0,-1.0,0.02024,-0.42915,0.01215,-0.50202,-0.04049,-0.38057,-0.06073,-0.29555,0.12955,-0.34008,0.10931,-0.40486,0.05263,-0.32794,0.02834,-0.26316,2
770,0.0,0.0,-0.17269,-0.06426,-0.29719,-0.20482,-0.21687,-0.31727,-0.08032,-0.36948,-0.24498,-0.46988,-0.3253,-0.6747,-0.36948,-0.7992,-0.40161,-0.90763,-0.10442,-0.47791,-0.06024,-0.71486,-0.03213,-0.86747,-0.00402,-1.0,0.02008,-0.42169,0.01205,-0.48996,-0.04016,-0.38153,-0.05622,-0.29719,0.1245,-0.33735,0.11647,-0.41365,0.06426,-0.34538,0.04016,-0.27711,2
771,0.0,0.0,-0.17073,-0.06504,-0.28862,-0.19919,-0.21545,-0.30894,-0.08537,-0.36179,-0.23984,-0.46748,-0.32114,-0.6748,-0.36179,-0.80081,-0.39431,-0.91463,-0.10163,-0.47561,-0.05285,-0.71545,-0.02439,-0.86585,0.00813,-1.0,0.02439,-0.42683,0.02439,-0.49593,-0.02846,-0.38211,-0.04878,-0.30081,0.13415,-0.34146,0.13008,-0.41057,0.07724,-0.34146,0.04878,-0.27642,2
772,0.0,0.0,-0.17409,-0.06478,-0.29555,-0.20243,-0.21457,-0.31579,-0.07692,-0.37247,-0.24696,-0.45749,-0.33198,-0.66802,-0.37247,-0.79352,-0.40486,-0.91093,-0.10526,-0.47368,-0.06073,-0.7166,-0.03239,-0.8664,0.0,-1.0,0.01619,-0.4251,0.02024,-0.48583,-0.02834,-0.37247,-0.04453,-0.29555,0.12551,-0.34008,0.12146,-0.40081,0.06883,-0.32794,0.04453,-0.26316,2
773,0.0,0.0,-0.164,-0.068,-0.276,-0.208,-0.196,-0.316,-0.068,-0.368,-0.224,-0.472,-0.3,-0.672,-0.344,-0.804,-0.376,-0.916,-0.088,-0.48,-0.044,-0.712,-0.008,-0.868,0.028,-1.0,0.032,-0.424,0.028,-0.496,-0.028,-0.392,-0.052,-0.312,0.136,-0.336,0.136,-0.412,0.084,-0.348,0.06,-0.284,2
774,0.0,0.0,-0.16733,-0.07171,-0.27888,-0.21514,-0.19522,-0.32669,-0.06375,-0.3745,-0.22311,-0.47809,-0.29482,-0.68127,-0.33865,-0.80876,-0.37052,-0.91633,-0.08367,-0.48207,-0.03586,-0.72112,0.0,-0.87251,0.03187,-1.0,0.03586,-0.42629,0.03586,-0.50598,-0.01992,-0.40637,-0.04781,-0.33068,0.14343,-0.33466,0.13944,-0.41434,0.08765,-0.3506,0.05976,-0.29084,2
775,0.0,0.0,-0.16,-0.076,-0.264,-0.232,-0.164,-0.34,-0.028,-0.4,-0.212,-0.488,-0.28,-0.692,-0.316,-0.824,-0.344,-0.936,-0.068,-0.492,-0.012,-0.724,0.032,-0.868,0.072,-1.0,0.056,-0.432,0.056,-0.488,-0.004,-0.368,-0.028,-0.3,0.156,-0.34,0.144,-0.4,0.096,-0.32,0.072,-0.268,2
776,0.0,0.0,-0.16206,-0.0751,-0.25692,-0.2332,-0.15415,-0.34387,-0.01976,-0.39526,-0.20949,-0.48221,-0.27668,-0.6917,-0.31225,-0.81818,-0.33597,-0.92885,-0.07115,-0.48617,-0.01186,-0.72332,0.03162,-0.86957,0.0751,-1.0,0.04743,-0.42688,0.06719,-0.50988,0.00791,-0.39526,-0.01976,-0.32016,0.14625,-0.33597,0.15415,-0.40711,0.09881,-0.33202,0.07115,-0.27668,2
777,0.0,0.0,-0.1627,-0.07937,-0.2619,-0.2381,-0.15873,-0.35317,-0.01984,-0.40079,-0.21429,-0.48016,-0.28175,-0.69048,-0.31349,-0.81746,-0.3373,-0.92857,-0.0754,-0.48413,-0.01984,-0.72619,0.02381,-0.87302,0.06746,-1.0,0.03968,-0.42857,0.06349,-0.50794,0.00794,-0.39683,-0.01587,-0.3254,0.13889,-0.34127,0.14683,-0.40873,0.09921,-0.34127,0.07143,-0.27778,2
778,0.0,0.0,-0.17004,-0.08097,-0.27126,-0.24291,-0.17004,-0.36032,-0.03239,-0.40486,-0.22672,-0.48178,-0.29555,-0.69231,-0.32794,-0.82186,-0.35628,-0.93117,-0.08907,-0.48988,-0.03239,-0.72874,0.00405,-0.87854,0.04453,-1.0,0.03239,-0.43725,0.04858,-0.51012,-0.0081,-0.40486,-0.03239,-0.32389,0.1336,-0.34818,0.1336,-0.42105,0.08502,-0.35628,0.05668,-0.2915,2
779,0.0,0.0,-0.16735,-0.08571,-0.26531,-0.2449,-0.16735,-0.35918,-0.03265,-0.41633,-0.23265,-0.48163,-0.29796,-0.6898,-0.33469,-0.81633,-0.35918,-0.92245,-0.0898,-0.4898,-0.03673,-0.73061,0.00408,-0.87347,0.0449,-1.0,0.03265,-0.43265,0.0449,-0.51429,-0.01633,-0.39592,-0.03673,-0.31837,0.13469,-0.34694,0.12653,-0.42041,0.07347,-0.34286,0.04898,-0.27755,2
780,0.0,0.0,-0.16803,-0.07787,-0.26639,-0.2377,-0.16803,-0.35656,-0.03279,-0.40984,-0.22951,-0.47951,-0.29508,-0.68852,-0.33197,-0.81557,-0.35656,-0.92213,-0.09016,-0.48361,-0.03689,-0.72541,0.0,-0.87295,0.04098,-1.0,0.03279,-0.43033,0.04508,-0.51639,-0.0041,-0.39754,-0.02459,-0.31557,0.13525,-0.34426,0.12705,-0.41803,0.07787,-0.34016,0.05328,-0.27459,2
781,0.0,0.0,-0.16942,-0.08264,-0.2686,-0.23554,-0.17769,-0.3595,-0.04959,-0.42149,-0.23554,-0.47521,-0.30579,-0.68595,-0.33884,-0.80992,-0.36364,-0.92149,-0.09917,-0.48347,-0.04132,-0.72727,-0.00413,-0.8719,0.03719,-1.0,0.02479,-0.42975,0.03719,-0.52066,-0.01653,-0.40083,-0.04132,-0.31818,0.13223,-0.34298,0.12397,-0.42149,0.07025,-0.34711,0.04545,-0.28099,2
782,0.0,0.0,-0.16942,-0.08264,-0.2686,-0.23967,-0.17355,-0.36364,-0.04545,-0.42562,-0.23967,-0.47521,-0.30579,-0.68595,-0.33884,-0.81405,-0.36364,-0.92149,-0.09917,-0.48347,-0.04545,-0.72727,-0.00826,-0.8719,0.03719,-1.0,0.02479,-0.42975,0.03719,-0.52066,-0.02066,-0.39669,-0.04132,-0.31405,0.13223,-0.34711,0.11983,-0.42149,0.07025,-0.34298,0.04545,-0.27686,2
783,0.0,0.0,-0.13725,-0.07451,-0.19216,-0.21569,-0.06275,-0.34902,0.05882,-0.43922,-0.23137,-0.48235,-0.29804,-0.68235,-0.33333,-0.80392,-0.36471,-0.9098,-0.10196,-0.52549,-0.12549,-0.74902,-0.12941,-0.88235,-0.14902,-1.0,0.00784,-0.49804,0.06667,-0.68235,0.1098,-0.8,0.12941,-0.91373,0.1098,-0.41176,0.11765,-0.52157,0.09412,-0.44314,0.06275,-0.36078,3
784,0.0,0.0,-0.14981,-0.07865,-0.2397,-0.21723,-0.13483,-0.30712,-0.00749,-0.35955,-0.20225,-0.48315,-0.25843,-0.67041,-0.28839,-0.79401,-0.31461,-0.90637,-0.07865,-0.50936,-0.06742,-0.73783,-0.05993,-0.88015,-0.05243,-1.0,0.02622,-0.46442,0.09363,-0.64419,0.14232,-0.77154,0.18352,-0.8839,0.11985,-0.37079,0.0824,-0.41948,0.02996,-0.32584,-0.01124,-0.24345,3
785,0.0,0.0,-0.14022,-0.08487,-0.23616,-0.21771,-0.1476,-0.29151,-0.01845,-0.3321,-0.18081,-0.48339,-0.23247,-0.67159,-0.26199,-0.79705,-0.28044,-0.90406,-0.05904,-0.50185,-0.04059,-0.72694,-0.02583,-0.87454,-0.01107,-1.0,0.04059,-0.45018,0.10701,-0.631,0.15129,-0.74908,0.18819,-0.85978,0.12177,-0.35424,0.08118,-0.40959,0.02583,-0.32103,-0.01107,-0.24354,3
786,0.0,0.0,-0.14498,-0.07807,-0.2342,-0.20818,-0.1487,-0.28625,-0.02602,-0.33829,-0.18587,-0.47955,-0.23792,-0.66543,-0.26394,-0.7881,-0.28625,-0.89963,-0.0632,-0.50186,-0.04461,-0.72862,-0.02602,-0.87732,-0.01487,-1.0,0.03717,-0.45353,0.10781,-0.62825,0.1487,-0.74721,0.18587,-0.85502,0.11896,-0.35316,0.0855,-0.41264,0.02974,-0.32714,-0.01487,-0.24535,3
787,0.0,0.0,-0.14022,-0.08118,-0.23247,-0.21402,-0.1476,-0.28782,-0.02214,-0.33948,-0.18081,-0.47601,-0.23616,-0.66421,-0.26199,-0.78598,-0.28044,-0.89668,-0.06273,-0.50185,-0.04059,-0.72694,-0.02583,-0.87454,-0.01107,-1.0,0.04059,-0.45387,0.10701,-0.62731,0.15129,-0.74539,0.18819,-0.85609,0.12177,-0.35424,0.08118,-0.4059,0.02583,-0.31734,-0.01845,-0.23616,3
788,0.0,0.0,-0.14126,-0.08178,-0.2342,-0.20818,-0.15613,-0.27881,-0.02974,-0.32714,-0.17472,-0.48327,-0.23048,-0.67286,-0.25651,-0.79182,-0.27509,-0.90335,-0.05576,-0.50186,-0.03717,-0.72862,-0.0223,-0.87732,-0.00743,-1.0,0.04461,-0.44981,0.11524,-0.62082,0.15242,-0.73978,0.18959,-0.84758,0.12639,-0.34944,0.0855,-0.40149,0.02602,-0.31599,-0.01859,-0.23792,3
789,0.0,0.0,-0.14126,-0.08178,-0.2342,-0.2119,-0.15242,-0.28253,-0.02974,-0.33086,-0.17844,-0.47955,-0.23048,-0.66914,-0.25651,-0.79182,-0.27881,-0.89963,-0.05576,-0.50186,-0.03717,-0.72862,-0.0223,-0.87361,-0.00743,-1.0,0.04089,-0.44981,0.11152,-0.62082,0.15242,-0.73978,0.19331,-0.8513,0.12639,-0.34944,0.08178,-0.40149,0.0223,-0.31227,-0.0223,-0.2342,3
790,0.0,0.0,-0.13359,-0.07252,-0.24427,-0.19084,-0.18702,-0.25191,-0.05725,-0.28626,-0.15649,-0.48092,-0.20992,-0.67557,-0.23282,-0.79771,-0.25191,-0.9084,-0.03053,-0.49237,-0.00382,-0.72519,0.01145,-0.87786,0.02672,-1.0,0.06489,-0.43511,0.13359,-0.5916,0.16031,-0.70229,0.18702,-0.80534,0.1374,-0.33206,0.08779,-0.37786,0.01908,-0.29771,-0.03053,-0.22137,3
791,0.0,0.0,-0.13688,-0.06844,-0.24715,-0.18251,-0.19392,-0.24335,-0.07224,-0.28517,-0.1635,-0.47529,-0.21673,-0.6692,-0.23954,-0.79087,-0.25475,-0.90114,-0.03802,-0.49049,-0.01141,-0.72243,0.0076,-0.87452,0.02281,-1.0,0.06084,-0.43346,0.12167,-0.58175,0.15209,-0.69202,0.18251,-0.79468,0.13688,-0.3308,0.07605,-0.36502,0.0038,-0.28517,-0.04563,-0.20913,3
792,0.0,0.0,-0.13688,-0.07224,-0.23954,-0.19011,-0.18631,-0.24715,-0.06084,-0.28517,-0.15589,-0.48289,-0.20913,-0.67681,-0.23574,-0.79848,-0.25095,-0.90875,-0.03422,-0.4943,-0.0038,-0.72624,0.01521,-0.87452,0.03422,-1.0,0.06464,-0.44106,0.13308,-0.58555,0.1635,-0.68821,0.19392,-0.78707,0.14068,-0.3384,0.07985,-0.36502,0.01141,-0.28137,-0.03422,-0.20532,3
793,0.0,0.0,-0.13258,-0.07576,-0.23106,-0.19318,-0.16288,-0.25,-0.04167,-0.28788,-0.15152,-0.47727,-0.20076,-0.67045,-0.22348,-0.79167,-0.23485,-0.9053,-0.0303,-0.49621,0.0,-0.72727,0.01894,-0.875,0.03788,-1.0,0.06818,-0.43939,0.14394,-0.58712,0.18182,-0.69318,0.21591,-0.78788,0.14394,-0.33712,0.0947,-0.37879,0.0303,-0.29924,-0.01894,-0.22348,3
794,0.0,0.0,-0.12928,-0.07224,-0.23194,-0.19011,-0.1635,-0.24715,-0.03422,-0.28517,-0.15209,-0.47529,-0.20152,-0.6692,-0.22053,-0.79468,-0.23574,-0.90494,-0.02281,-0.49049,0.0038,-0.72624,0.02281,-0.87452,0.03802,-1.0,0.07605,-0.43726,0.14829,-0.58555,0.18631,-0.68821,0.22433,-0.78707,0.15209,-0.3346,0.10646,-0.38023,0.04183,-0.29658,-0.0076,-0.22053,3
795,0.0,0.0,-0.1391,-0.07519,-0.22932,-0.19173,-0.14662,-0.25188,-0.02256,-0.29699,-0.16917,-0.47744,-0.21053,-0.66917,-0.23308,-0.79699,-0.24436,-0.90977,-0.03759,-0.5,-0.01504,-0.72932,0.00752,-0.87594,0.02632,-1.0,0.06391,-0.44737,0.1391,-0.59398,0.18421,-0.69549,0.22556,-0.79323,0.14286,-0.34586,0.1015,-0.38722,0.03759,-0.30075,-0.01128,-0.22556,3
796,0.0,0.0,-0.12782,-0.06767,-0.18797,-0.18421,-0.06391,-0.2782,0.07143,-0.34586,-0.18797,-0.46992,-0.22932,-0.67293,-0.25564,-0.80075,-0.27068,-0.91729,-0.06015,-0.5,-0.04511,-0.73308,-0.03759,-0.87594,-0.03008,-1.0,0.04135,-0.46241,0.13534,-0.6203,0.20301,-0.71805,0.25564,-0.81579,0.12782,-0.36842,0.13534,-0.43233,0.1015,-0.35714,0.06391,-0.28195,3
797,0.0,0.0,-0.1306,-0.06716,-0.18657,-0.18657,-0.0597,-0.27985,0.07463,-0.34328,-0.18657,-0.46269,-0.22761,-0.65672,-0.25373,-0.78731,-0.27239,-0.90299,-0.0597,-0.49627,-0.04851,-0.73134,-0.03731,-0.87313,-0.02612,-1.0,0.04104,-0.45896,0.1306,-0.6194,0.19776,-0.72015,0.24627,-0.81716,0.1306,-0.3694,0.14179,-0.4291,0.10448,-0.34701,0.06716,-0.27612,3
798,0.0,0.0,-0.12687,-0.0597,-0.1791,-0.18284,-0.05224,-0.27985,0.08209,-0.34701,-0.1903,-0.46642,-0.23134,-0.66045,-0.25746,-0.78731,-0.27612,-0.90299,-0.06343,-0.50373,-0.0597,-0.73134,-0.04851,-0.87313,-0.04104,-1.0,0.03731,-0.46642,0.12687,-0.62687,0.19776,-0.72388,0.24627,-0.8209,0.12687,-0.3806,0.14179,-0.4291,0.10821,-0.34701,0.06716,-0.27612,3
799,0.0,0.0,-0.12687,-0.0597,-0.17164,-0.1791,-0.04104,-0.28358,0.09328,-0.35821,-0.19403,-0.47015,-0.23507,-0.66418,-0.25746,-0.79104,-0.27612,-0.90672,-0.06716,-0.50746,-0.06343,-0.73507,-0.05224,-0.87313,-0.04478,-1.0,0.03731,-0.47388,0.12313,-0.6306,0.1903,-0.72388,0.23507,-0.81716,0.12687,-0.38806,0.13806,-0.44776,0.10821,-0.3694,0.07463,-0.29478,3
800,0.0,0.0,-0.10037,-0.0632,-0.12268,-0.19331,0.0223,-0.31599,0.13755,-0.40892,-0.18587,-0.47584,-0.23048,-0.66543,-0.25279,-0.79182,-0.27509,-0.90706,-0.06691,-0.51673,-0.08178,-0.73978,-0.07435,-0.87732,-0.07435,-1.0,0.03346,-0.48327,0.11152,-0.66171,0.18216,-0.7658,0.22305,-0.86245,0.12639,-0.40149,0.15613,-0.50929,0.14126,-0.43494,0.11896,-0.36059,3
801,0.0,0.0,-0.09259,-0.07037,-0.1037,-0.2037,0.02963,-0.32963,0.14074,-0.42222,-0.18889,-0.48148,-0.23704,-0.67407,-0.26296,-0.7963,-0.28148,-0.90741,-0.07407,-0.51852,-0.08889,-0.74444,-0.08519,-0.88148,-0.08889,-1.0,0.02593,-0.48889,0.1,-0.66296,0.16667,-0.76296,0.20741,-0.85926,0.11481,-0.4037,0.14815,-0.51481,0.13704,-0.44815,0.12222,-0.37778,3
802,0.0,0.0,-0.09225,-0.07011,-0.1107,-0.20295,0.02214,-0.3321,0.13284,-0.42435,-0.19188,-0.48339,-0.23616,-0.67528,-0.26199,-0.79705,-0.28044,-0.90775,-0.07749,-0.5203,-0.09225,-0.74539,-0.08856,-0.88192,-0.08856,-1.0,0.02214,-0.49077,0.09594,-0.66421,0.16236,-0.76384,0.20295,-0.85978,0.1107,-0.4059,0.14391,-0.52399,0.13653,-0.46125,0.12177,-0.39114,3
803,0.0,0.0,-0.08148,-0.07778,-0.08519,-0.22222,0.05556,-0.35185,0.16296,-0.44444,-0.18519,-0.48148,-0.23704,-0.67778,-0.26667,-0.7963,-0.29259,-0.91111,-0.07778,-0.52222,-0.1037,-0.74444,-0.10741,-0.87778,-0.11481,-1.0,0.01852,-0.4963,0.09259,-0.67037,0.15185,-0.77037,0.18519,-0.86667,0.10741,-0.41852,0.14815,-0.52963,0.14444,-0.46296,0.12963,-0.39259,3
804,0.0,0.0,-0.08712,-0.07955,-0.0947,-0.22727,0.03788,-0.36742,0.13636,-0.46591,-0.2197,-0.47727,-0.2803,-0.67803,-0.31818,-0.79545,-0.34848,-0.9053,-0.10985,-0.51894,-0.14773,-0.74621,-0.1553,-0.87879,-0.17424,-1.0,-0.00758,-0.5,0.05682,-0.67424,0.10985,-0.7803,0.13636,-0.89394,0.08712,-0.42424,0.12121,-0.53409,0.11742,-0.46591,0.10606,-0.39015,3
805,0.0,0.0,-0.08397,-0.08015,-0.08779,-0.22901,0.0458,-0.37023,0.14122,-0.46565,-0.21756,-0.48092,-0.28244,-0.67939,-0.32443,-0.79771,-0.35878,-0.9084,-0.11069,-0.5229,-0.15267,-0.74427,-0.16031,-0.87786,-0.17557,-1.0,-0.00763,-0.5,0.05344,-0.67557,0.10687,-0.78626,0.1374,-0.89695,0.08779,-0.42366,0.12214,-0.53053,0.12214,-0.46183,0.1145,-0.38931,3
806,0.0,0.0,-0.09195,-0.08429,-0.10728,-0.23372,0.02682,-0.37931,0.12261,-0.47893,-0.23755,-0.47893,-0.31034,-0.6705,-0.34866,-0.7931,-0.38314,-0.90038,-0.12644,-0.5249,-0.16858,-0.74713,-0.18008,-0.88506,-0.1954,-1.0,-0.01533,-0.50192,0.03831,-0.68966,0.08429,-0.80077,0.11111,-0.90805,0.08429,-0.42912,0.11494,-0.54406,0.11494,-0.48659,0.11111,-0.41762,3
807,0.0,0.0,-0.12,-0.08,-0.16,-0.236,-0.036,-0.396,0.068,-0.5,-0.284,-0.476,-0.372,-0.676,-0.416,-0.796,-0.456,-0.9,-0.168,-0.524,-0.216,-0.752,-0.236,-0.884,-0.26,-1.0,-0.048,-0.508,-0.012,-0.696,0.024,-0.82,0.048,-0.944,0.068,-0.436,0.072,-0.556,0.072,-0.492,0.072,-0.42,3
808,0.0,0.0,-0.12955,-0.07692,-0.17409,-0.23482,-0.04858,-0.39676,0.05668,-0.50607,-0.29555,-0.47773,-0.39271,-0.67206,-0.4413,-0.78947,-0.48583,-0.89474,-0.17409,-0.53036,-0.22672,-0.74899,-0.24696,-0.88259,-0.2753,-1.0,-0.05263,-0.51822,-0.01619,-0.7085,0.02429,-0.82996,0.04858,-0.93927,0.06073,-0.45344,0.06073,-0.56275,0.05668,-0.50202,0.05263,-0.4332,3
809,0.0,0.0,-0.13169,-0.07819,-0.18519,-0.23457,-0.06173,-0.39918,0.04527,-0.51029,-0.30041,-0.48148,-0.39095,-0.67078,-0.44444,-0.79012,-0.4856,-0.893,-0.17284,-0.53909,-0.22222,-0.75309,-0.24691,-0.88066,-0.2716,-1.0,-0.0535,-0.52263,-0.01646,-0.71605,0.02058,-0.83539,0.04527,-0.94239,0.06173,-0.45679,0.06173,-0.58436,0.05761,-0.52263,0.0535,-0.45267,3
810,0.0,0.0,-0.1405,-0.07851,-0.19835,-0.2314,-0.08264,-0.39669,0.02479,-0.50826,-0.30579,-0.47934,-0.40496,-0.66529,-0.45455,-0.78099,-0.5,-0.8843,-0.18182,-0.53306,-0.2314,-0.74793,-0.2562,-0.88017,-0.28512,-1.0,-0.06198,-0.51653,-0.02479,-0.71074,0.0124,-0.83058,0.03306,-0.94215,0.05372,-0.44628,0.04959,-0.57851,0.04132,-0.5124,0.03719,-0.43802,3
811,0.0,0.0,-0.14286,-0.07563,-0.21429,-0.2395,-0.10924,-0.41176,-0.0042,-0.52101,-0.30252,-0.48319,-0.39496,-0.66807,-0.44118,-0.78571,-0.48739,-0.88655,-0.17647,-0.52941,-0.21849,-0.7521,-0.23529,-0.88235,-0.2563,-1.0,-0.05882,-0.5084,-0.01681,-0.70588,0.02101,-0.83193,0.05042,-0.94958,0.05882,-0.43277,0.04202,-0.54622,0.02521,-0.45378,0.01681,-0.36555,3
812,0.0,0.0,-0.15289,-0.07851,-0.22727,-0.23967,-0.12397,-0.40083,-0.02066,-0.50826,-0.27273,-0.47521,-0.36364,-0.66116,-0.40909,-0.77686,-0.45455,-0.87603,-0.15289,-0.51653,-0.18595,-0.74793,-0.19835,-0.8843,-0.21488,-1.0,-0.03719,-0.49174,0.00826,-0.70661,0.04132,-0.84298,0.06612,-0.96694,0.08264,-0.40496,0.05372,-0.52479,0.00413,-0.43388,-0.03719,-0.33884,3
813,0.0,0.0,-0.16064,-0.07631,-0.25301,-0.22088,-0.16867,-0.35743,-0.06024,-0.45382,-0.24096,-0.4739,-0.3253,-0.65462,-0.37349,-0.76707,-0.40562,-0.87149,-0.1245,-0.50602,-0.14056,-0.73896,-0.14458,-0.87952,-0.15261,-1.0,-0.01606,-0.4739,0.03614,-0.69478,0.06426,-0.82731,0.08434,-0.94779,0.08835,-0.38153,0.04819,-0.50602,-0.01606,-0.4257,-0.06827,-0.33333,3
